table_id,category,product_name,value,source_id
0003095236,生産,鉄線 (t),816253.0,estat-manufacturing
0003095236,生産,冷間圧造用炭素鋼線 (t),404120.0,estat-manufacturing
0003095236,生産,硬鋼線 (t),385128.0,estat-manufacturing
0003095236,生産,溶接棒心線 (t),257777.0,estat-manufacturing
0003095236,受入,冷延広幅帯鋼 (t),1402195.0,estat-manufacturing
0003095236,受入,冷延鋼板 (t),10703.0,estat-manufacturing
0003095236,消費,磨帯鋼 (t),165.0,estat-manufacturing
0003095236,消費,冷延広幅帯鋼 (t),16896531.0,estat-manufacturing
0003095236,消費,冷延鋼板 (t),10892.0,estat-manufacturing
0003095236,消費,磨棒鋼 (t),8809.0,estat-manufacturing
0003095236,消費,鉄線 (t),254144.0,estat-manufacturing
0003095236,消費,冷間圧造用炭素鋼線 (t),5124.0,estat-manufacturing
0003095236,消費,硬鋼線 (t),183473.0,estat-manufacturing
0003095236,消費,溶接棒心線 (t),258014.0,estat-manufacturing
0003095236,出荷 販売（鋼材次工程用消費で外数）,磨帯鋼 (t),17153.0,estat-manufacturing
0003095236,出荷 販売（鋼材次工程用消費で外数）,冷延広幅帯鋼 (t),16866035.0,estat-manufacturing
0003095236,出荷 販売（鋼材次工程用消費で外数）,冷延鋼板 (t),10892.0,estat-manufacturing
0003095236,出荷 販売,磨帯鋼 (t),135970.0,estat-manufacturing
0003095236,出荷 販売,冷延広幅帯鋼 (t),7359543.0,estat-manufacturing
0003095236,出荷 販売,冷延鋼板 (t),28394.0,estat-manufacturing
0003095236,出荷 販売,冷延電気鋼帯 (t),1917015.0,estat-manufacturing
0003095236,出荷 販売,磨棒鋼 (t),207731.0,estat-manufacturing
0003095236,出荷 販売,鉄線 (t),560686.0,estat-manufacturing
0003095236,出荷 販売,冷間圧造用炭素鋼線 (t),387515.0,estat-manufacturing
0003095236,出荷 販売,硬鋼線 (t),198684.0,estat-manufacturing
0003095236,出荷 販売,溶接棒心線 (t),27.0,estat-manufacturing
0003095236,出荷 その他,磨帯鋼 (t),3.0,estat-manufacturing
0003095236,出荷 その他,冷延広幅帯鋼 (t),969108.0,estat-manufacturing
0003095236,出荷 その他,冷延鋼板 (t),5043.0,estat-manufacturing
0003095236,出荷 その他,冷延電気鋼帯 (t),558.0,estat-manufacturing
0003095236,出荷 その他,磨棒鋼 (t),731.0,estat-manufacturing
0003095236,出荷 その他,鉄線 (t),1041.0,estat-manufacturing
0003095236,出荷 その他,冷間圧造用炭素鋼線 (t),14170.0,estat-manufacturing
0003095236,出荷 その他,硬鋼線 (t),2564.0,estat-manufacturing
0003095236,在庫（普通鋼鋼管専業者、冷間仕上鋼材（線類を除く）、めっき鋼材（線類を除く）及び冷間ロール成型形鋼専業者分の在庫を示す）,磨帯鋼 (t),1200.0,estat-manufacturing
