value,tab,tab_label,cat01,cat01_label,cat02,cat02_label,cat03,cat03_label,cat04,cat04_label,time,time_label,unit
535.6,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,08,45～49歳,06,15年以上,2022000000,2022年,千円
522.6,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,08,45～49歳,06,15年以上,2021000000,2021年,千円
529.0,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,08,45～49歳,06,15年以上,2020000000,2020年,千円
571.8,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,09,50～54歳,01,経験年数計,2023000000,2023年,千円
569.1,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,09,50～54歳,01,経験年数計,2022000000,2022年,千円
567.8,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,09,50～54歳,01,経験年数計,2021000000,2021年,千円
585.7,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,09,50～54歳,01,経験年数計,2020000000,2020年,千円
593.7,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,09,50～54歳,02,0年,2023000000,2023年,千円
611.9,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,09,50～54歳,02,0年,2022000000,2022年,千円
575.2,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,09,50～54歳,02,0年,2021000000,2021年,千円
620.8,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,09,50～54歳,02,0年,2020000000,2020年,千円
589.5,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,09,50～54歳,03,1～4年,2023000000,2023年,千円
565.7,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,09,50～54歳,03,1～4年,2022000000,2022年,千円
561.5,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,09,50～54歳,03,1～4年,2021000000,2021年,千円
577.0,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,09,50～54歳,03,1～4年,2020000000,2020年,千円
558.6,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,09,50～54歳,04,5～9年,2023000000,2023年,千円
540.8,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,09,50～54歳,04,5～9年,2022000000,2022年,千円
560.2,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,09,50～54歳,04,5～9年,2021000000,2021年,千円
573.7,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,09,50～54歳,04,5～9年,2020000000,2020年,千円
