value,cat01,cat01_label,cat02,cat02_label,cat03,cat03_label,area,area_label,time,time_label,unit
5563,1,全世帯,001,平均,010,年間収入（千円）,00010,全都市,1984000000,1984年,千円
5615,1,全世帯,001,平均,010,年間収入（千円）,00011,人口5万以上市,1984000000,1984年,千円
5838,1,全世帯,001,平均,010,年間収入（千円）,00012,大都市,1984000000,1984年,千円
5538,1,全世帯,001,平均,010,年間収入（千円）,00013,中都市,1984000000,1984年,千円
5487,1,全世帯,001,平均,010,年間収入（千円）,00018,小都市Ａ,1984000000,1984年,千円
5085,1,全世帯,001,平均,010,年間収入（千円）,00021,小都市Ｂ,1984000000,1984年,千円
5178,1,全世帯,001,平均,010,年間収入（千円）,00022,町村,1984000000,1984年,千円
4851,1,全世帯,001,平均,010,年間収入（千円）,00042,北海道地方,1984000000,1984年,千円
4937,1,全世帯,001,平均,010,年間収入（千円）,00043,東北地方,1984000000,1984年,千円
5957,1,全世帯,001,平均,010,年間収入（千円）,00044,関東地方,1984000000,1984年,千円
5813,1,全世帯,001,平均,010,年間収入（千円）,00049,北陸地方,1984000000,1984年,千円
5877,1,全世帯,001,平均,010,年間収入（千円）,00050,東海地方,1984000000,1984年,千円
5522,1,全世帯,001,平均,010,年間収入（千円）,00051,近畿地方,1984000000,1984年,千円
5267,1,全世帯,001,平均,010,年間収入（千円）,00053,中国地方,1984000000,1984年,千円
4994,1,全世帯,001,平均,010,年間収入（千円）,00054,四国地方,1984000000,1984年,千円
4571,1,全世帯,001,平均,010,年間収入（千円）,00056,九州地方,1984000000,1984年,千円
3648,1,全世帯,001,平均,010,年間収入（千円）,00057,沖縄地方,1984000000,1984年,千円
6102,1,全世帯,001,平均,010,年間収入（千円）,00105,京浜大都市圏,1984000000,1984年,千円
6022,1,全世帯,001,平均,010,年間収入（千円）,00106,中京大都市圏,1984000000,1984年,千円
5535,1,全世帯,001,平均,010,年間収入（千円）,00107,京阪神大都市圏,1984000000,1984年,千円
5089,1,全世帯,001,平均,010,年間収入（千円）,00110,北九州大都市圏,1984000000,1984年,千円
5906,1,全世帯,001,平均,010,年間収入（千円）,00415,3大都市圏平均,1984000000,1984年,千円
6144,1,全世帯,001,平均,010,年間収入（千円）,13100,特別区部,1984000000,1984年,千円
264408,1,全世帯,001,平均,011,消費支出,00000,全国,1984000000,1984年,円
270441,1,全世帯,001,平均,011,消費支出,00010,全都市,1984000000,1984年,円
272661,1,全世帯,001,平均,011,消費支出,00011,人口5万以上市,1984000000,1984年,円
282940,1,全世帯,001,平均,011,消費支出,00012,大都市,1984000000,1984年,円
268061,1,全世帯,001,平均,011,消費支出,00013,中都市,1984000000,1984年,円
268481,1,全世帯,001,平均,011,消費支出,00018,小都市Ａ,1984000000,1984年,円
250122,1,全世帯,001,平均,011,消費支出,00021,小都市Ｂ,1984000000,1984年,円
243804,1,全世帯,001,平均,011,消費支出,00022,町村,1984000000,1984年,円
241932,1,全世帯,001,平均,011,消費支出,00042,北海道地方,1984000000,1984年,円
242778,1,全世帯,001,平均,011,消費支出,00043,東北地方,1984000000,1984年,円
287724,1,全世帯,001,平均,011,消費支出,00044,関東地方,1984000000,1984年,円
277454,1,全世帯,001,平均,011,消費支出,00049,北陸地方,1984000000,1984年,円
